Release.Date,Season,Episode,Episode.Title,Name,Sentence,lemma,tokens
2019-04-14,Season 8,Episode 1,Winterfell,tormund,we just have to hope the night king does not come first-,hope night king come first,"['hope', 'night', 'king', 'come', 'first']"
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,daenerys targaryen,"when i was a child, my brother would tell me a bedtime story about the man who murdered our father.",child brother would tell bedtime story man murdered father,"['child', 'brother', 'would', 'tell', 'bedtime', 'story', 'man', 'murdered', 'father']"
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,daenerys targaryen,who stabbed him in the back and cut his throat. who sat down on the iron throne and watched as his blood poured onto the floor.,stabbed back cut throat sat iron throne watched blood poured onto floor,"['stabbed', 'back', 'cut', 'throat', 'sat', 'iron', 'throne', 'watched', 'blood', 'poured', 'onto', 'floor']"
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,daenerys targaryen,he told me other stories as . about all the things we would do to that man once we took back the seven kingdoms and had him in our grasp.,told story thing would man took back seven kingdom grasp,"['told', 'story', 'thing', 'would', 'man', 'took', 'back', 'seven', 'kingdom', 'grasp']"
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,daenerys targaryen,your sister pledged to send her army north.,sister pledged send army north,"['sister', 'pledged', 'send', 'army', 'north']"
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,jaime lannister,she did.,,[]
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,daenerys targaryen,"i do not see an army. i see one man, with one hand. it appears your sister lied to me.",see army see one man one hand appears sister lied,"['see', 'army', 'see', 'one', 'man', 'one', 'hand', 'appears', 'sister', 'lied']"
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,jaime lannister,she lied to me as . she never had any intention of sending her army north.,lied never intention sending army north,"['lied', 'never', 'intention', 'sending', 'army', 'north']"
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,jaime lannister,"she has euron greyjoy's fleet and 20,000 fresh troops. the golden company from essos, bought and paid for. even if we defeat the dead, she will have more than enough to destroy the survivors.",euron greyjoy's fleet 20 000 fresh troop golden company essos bought paid even defeat dead enough destroy survivor,"['euron', ""greyjoy's"", 'fleet', '20', '000', 'fresh', 'troop', 'golden', 'company', 'essos', 'bought', 'paid', 'even', 'defeat', 'dead', 'enough', 'destroy', 'survivor']"
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,daenerys targaryen,"we""?",,[]
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,jaime lannister,i promised to fight for the living. i intend to keep that promise.,promised fight living intend keep promise,"['promised', 'fight', 'living', 'intend', 'keep', 'promise']"
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,tyrion lannister,"your grace, i know my brother-",grace know brother,"['grace', 'know', 'brother']"
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,daenerys targaryen,like you knew your sister?,like knew sister,"['like', 'knew', 'sister']"
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,tyrion lannister,"he came here alone, knowing full  how he would be received. why would he do that if he  not telling the truth?",came alone knowing full would received would telling truth,"['came', 'alone', 'knowing', 'full', 'would', 'received', 'would', 'telling', 'truth']"
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,daenerys targaryen,"perhaps he trusts his little brother to defend him, right up to the moment he slits my throat.",perhaps trust little brother defend right moment slit throat,"['perhaps', 'trust', 'little', 'brother', 'defend', 'right', 'moment', 'slit', 'throat']"
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,sansa stark,"you are right. we can not trust him. he attacked my father in the streets. he tried to destroy my house and my family, the same as he did yours.",right trust attacked father street tried destroy house family,"['right', 'trust', 'attacked', 'father', 'street', 'tried', 'destroy', 'house', 'family']"
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,jaime lannister,"do you want me to apologize? i will not. we  at war. everything i did, i did for my house and my family. i would do it all again.",want apologize war everything house family would,"['want', 'apologize', 'war', 'everything', 'house', 'family', 'would']"
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,bran stark,the things we do for love.,thing love,"['thing', 'love']"
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,daenerys targaryen,so why have you abandoned your house and family now?,abandoned house family,"['abandoned', 'house', 'family']"
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,jaime lannister,because this goes beyond loyalty.,go beyond loyalty,"['go', 'beyond', 'loyalty']"
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,jaime lannister,this is about survival.,survival,['survival']
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,brienne,"you do not know me , your grace.",know grace,"['know', 'grace']"
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,brienne,"but i know ser jaime. he is a man of honor. i was his captor once. but when we  both taken prisoner and the men holding us tried to force themselves on me, ser jaime defended me. and lost his hand because of it.",know ser jaime man honor captor taken prisoner men holding u tried force ser jaime defended lost hand,"['know', 'ser', 'jaime', 'man', 'honor', 'captor', 'taken', 'prisoner', 'men', 'holding', 'u', 'tried', 'force', 'ser', 'jaime', 'defended', 'lost', 'hand']"
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,brienne,"without him, my lady, you would not be alive. he armed me, armored me, and sent me to find you and bring you home because he would sworn an oath to your mother.",without lady would alive armed armored sent find bring home would sworn oath mother,"['without', 'lady', 'would', 'alive', 'armed', 'armored', 'sent', 'find', 'bring', 'home', 'would', 'sworn', 'oath', 'mother']"
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,sansa stark,you vouch for him?,vouch,['vouch']
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,brienne,i do.,,[]
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,sansa stark,you would fight beside him?,would fight beside,"['would', 'fight', 'beside']"
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,brienne,i would.,would,['would']
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,sansa stark,"i trust you with my life. if you trust him with yours, we should let him stay.",trust life trust let stay,"['trust', 'life', 'trust', 'let', 'stay']"
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,daenerys targaryen,what does the warden of the north say about it?,warden north say,"['warden', 'north', 'say']"
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,jon snow,we need every man we can get.,need every man get,"['need', 'every', 'man', 'get']"
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,daenerys targaryen,very .,,[]
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,jaime lannister,"thank you, your grace.",thank grace,"['thank', 'grace']"
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,daenerys targaryen,"either you knew cersei was lying and let me believe otherwise, or you did not know at all. which makes you either a traitor or a fool.",either knew cersei lying let believe otherwise know make either traitor fool,"['either', 'knew', 'cersei', 'lying', 'let', 'believe', 'otherwise', 'know', 'make', 'either', 'traitor', 'fool']"
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,tyrion lannister,i was a fool.,fool,['fool']
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,daenerys targaryen,not for the first time.,first time,"['first', 'time']"
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,daenerys targaryen,"cersei still sits on the throne. if you can not help me take it back, i will find another hand who can.",cersei still sits throne help take back find another hand,"['cersei', 'still', 'sits', 'throne', 'help', 'take', 'back', 'find', 'another', 'hand']"
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,tyrion lannister,i suspect one of you will be wearing this before it is all over.,suspect one wearing,"['suspect', 'one', 'wearing']"
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,gendry baratheon,do not you have something better to do?,something better,"['something', 'better']"
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,arya stark,you make my weapon yet?,make weapon yet,"['make', 'weapon', 'yet']"
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,gendry baratheon,just as soon as i am done making a few thousand of these.,soon done making thousand,"['soon', 'done', 'making', 'thousand']"
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,arya stark,you should make mine first. and make sure it is stronger than this.,make mine first make sure stronger,"['make', 'mine', 'first', 'make', 'sure', 'stronger']"
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,gendry baratheon,it is strong enough.,strong enough,"['strong', 'enough']"
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,gendry baratheon,"it is going to be safer down in the crypt, you know.",going safer crypt know,"['going', 'safer', 'crypt', 'know']"
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,arya stark,are you going to be down in the crypt?,going crypt,"['going', 'crypt']"
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,gendry baratheon,"no, but-",,[]
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,arya stark,but you are a fighter.,fighter,['fighter']
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,gendry baratheon,i have done my share.,done share,"['done', 'share']"
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,arya stark,you have fought them?,fought,['fought']
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,gendry baratheon,i did. some of them.,,[]
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,arya stark,how many?,many,['many']
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,gendry baratheon,a few. that was enough.,enough,['enough']
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,arya stark,what are they like?,like,['like']
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,gendry baratheon,bad. really bad.,bad really bad,"['bad', 'really', 'bad']"
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,arya stark,"really bad""?",really bad,"['really', 'bad']"
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,arya stark,"even a smith's apprentice can do better than ""really bad."" what do they look like? what do they smell like? how do they move? how hard are they to kill?",even smith's apprentice better really bad look like smell like move hard kill,"['even', ""smith's"", 'apprentice', 'better', 'really', 'bad', 'look', 'like', 'smell', 'like', 'move', 'hard', 'kill']"
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,gendry baratheon,"look, i know you want to fight. and i know you are not scared of rapers or murderers or-this is different. this is-this is death. you want to know what they are like? death. that is what they are like.",look know want fight know scared raper murderer different death want know like death like,"['look', 'know', 'want', 'fight', 'know', 'scared', 'raper', 'murderer', 'different', 'death', 'want', 'know', 'like', 'death', 'like']"
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,arya stark,i know death.,know death,"['know', 'death']"
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,arya stark,he is got many faces.,got many face,"['got', 'many', 'face']"
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,arya stark,i look forward to seeing this one.,look forward seeing one,"['look', 'forward', 'seeing', 'one']"
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,arya stark,my weapon?,weapon,['weapon']
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,gendry baratheon,i will get right on it.,get right,"['get', 'right']"
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,jaime lannister,i am sorry for what i did to you.,sorry,['sorry']
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,bran stark,you  not sorry then. you  protecting your family.,sorry protecting family,"['sorry', 'protecting', 'family']"
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,jaime lannister,i am not that person anymore.,person anymore,"['person', 'anymore']"
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,bran stark,"you still would be, if you hadn't pushed me out of that window. and i would still be brandon stark.",still would pushed window would still brandon stark,"['still', 'would', 'pushed', 'window', 'would', 'still', 'brandon', 'stark']"
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,jaime lannister,you are not?,,[]
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,bran stark,no. i am something else now.,something else,"['something', 'else']"
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,jaime lannister,you are not angry at me.,angry,['angry']
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,bran stark,i am not angry at anyone.,angry anyone,"['angry', 'anyone']"
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,jaime lannister,why did not you tell them?,tell,['tell']
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,bran stark,you will not be able to help us in this fight if i let them murder you first.,able help u fight let murder first,"['able', 'help', 'u', 'fight', 'let', 'murder', 'first']"
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,jaime lannister,what about afterwards?,afterwards,['afterwards']
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,bran stark,how do you know there is an afterwards?,know afterwards,"['know', 'afterwards']"
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,tyrion lannister," , here we are.",,[]
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,jaime lannister,"yes, here we are.",yes,['yes']
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,tyrion lannister,together again.,together,['together']
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,tyrion lannister,and the masses rejoice.,mass rejoice,"['mass', 'rejoice']"
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,jaime lannister,how do they feel about their new queen?,feel new queen,"['feel', 'new', 'queen']"
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,tyrion lannister,she is your new queen too.,new queen,"['new', 'queen']"
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,tyrion lannister,they remember what happened the last time targaryens brought dragons north. they will come around once they see daenerys is different.,remember happened last time targaryens brought dragon north come around see daenerys different,"['remember', 'happened', 'last', 'time', 'targaryens', 'brought', 'dragon', 'north', 'come', 'around', 'see', 'daenerys', 'different']"
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,jaime lannister,and she is? different?,different,['different']
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,tyrion lannister,she is.,,[]
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,jaime lannister,you are sure about her?,sure,['sure']
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,tyrion lannister,i am.,,[]
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,jaime lannister,she did not seem sure about you.,seem sure,"['seem', 'sure']"
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,tyrion lannister,it is hard to blame her. i made a mistake common to clever people. i underestimated my opponents.,hard blame made mistake common clever people underestimated opponent,"['hard', 'blame', 'made', 'mistake', 'common', 'clever', 'people', 'underestimated', 'opponent']"
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,jaime lannister,hmm.,hmm,['hmm']
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,tyrion lannister,cersei told me the pregnancy had changed her. a chance for you both to start again. and i believed her.,cersei told pregnancy changed chance start believed,"['cersei', 'told', 'pregnancy', 'changed', 'chance', 'start', 'believed']"
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,tyrion lannister,was she lying about the baby too?,lying baby,"['lying', 'baby']"
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,jaime lannister,"no, that part is real.",part real,"['part', 'real']"
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,jaime lannister,she is always been good at using the truth to tell lies. i would not be too hard on yourself. she is fooled me more than anybody.,always good using truth tell lie would hard fooled anybody,"['always', 'good', 'using', 'truth', 'tell', 'lie', 'would', 'hard', 'fooled', 'anybody']"
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,jaime lannister,what?,,[]
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,tyrion lannister,"she never fooled you. you always knew exactly what she was, and you loved her anyway.",never fooled always knew exactly loved anyway,"['never', 'fooled', 'always', 'knew', 'exactly', 'loved', 'anyway']"
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,tyrion lannister,"so we are going to die at winterfell. not the death i wouldo ve chosen. i always pictured myself dying in my own bed, the age of 80, with a belly full of wine and-",going die winterfell death wouldo chosen always pictured dying bed age 80 belly full wine,"['going', 'die', 'winterfell', 'death', 'wouldo', 'chosen', 'always', 'pictured', 'dying', 'bed', 'age', '80', 'belly', 'full', 'wine']"
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,both,a girl's mouth around-,girl's mouth around,"[""girl's"", 'mouth', 'around']"
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,jaime lannister,your cock.,cock,['cock']
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,tyrion lannister,my cock.,cock,['cock']
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,tyrion lannister,at least cersei will not get to murder me. i am sure i will feel some satisfaction denying her that pleasure while i am being ripped apart by dead men.,least cersei get murder sure feel satisfaction denying pleasure ripped apart dead men,"['least', 'cersei', 'get', 'murder', 'sure', 'feel', 'satisfaction', 'denying', 'pleasure', 'ripped', 'apart', 'dead', 'men']"
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,tyrion lannister,maybe after i am dead i will march down to king's landing and rip her apart.,maybe dead march king's landing rip apart,"['maybe', 'dead', 'march', ""king's"", 'landing', 'rip', 'apart']"
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,brienne,ser jaime.,ser jaime,"['ser', 'jaime']"
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,jaime lannister,lady brienne.,lady brienne,"['lady', 'brienne']"
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,jaime lannister,he is come a long way.,come long way,"['come', 'long', 'way']"
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,brienne,he is alright. still has a lot to learn.,alright still lot learn,"['alright', 'still', 'lot', 'learn']"
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,jaime lannister,i am sure you will teach him. i have been told you are commanding the left flank.,sure teach told commanding left flank,"['sure', 'teach', 'told', 'commanding', 'left', 'flank']"
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,brienne,"i am. it is, uh-it is good ground.",uh good ground,"['uh', 'good', 'ground']"
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,jaime lannister,it is.,,[]
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,brienne,"the rise, it should give us some advantage.",rise give u advantage,"['rise', 'give', 'u', 'advantage']"
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,brienne,"if we can keep a tight formation, we might be able to beat them back.",keep tight formation might able beat back,"['keep', 'tight', 'formation', 'might', 'able', 'beat', 'back']"
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,jaime lannister,"yes, i think you are right.",yes think right,"['yes', 'think', 'right']"
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,brienne,what are you doing?,,[]
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,brienne,i think you know.,think know,"['think', 'know']"
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,jaime lannister,i truly do not.,truly,['truly']
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,brienne,we have never had a conversation last this long without you insulting me. not once.,never conversation last long without insulting,"['never', 'conversation', 'last', 'long', 'without', 'insulting']"
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,jaime lannister,you want me to insult you?,want insult,"['want', 'insult']"
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,brienne,no!,,[]
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,jaime lannister,good.,good,['good']
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,jaime lannister,"i came to winterfell because-i am not the fighter i used to be. but i would be honored to serve under your command, if you will have me.",came winterfell fighter used would honored serve command,"['came', 'winterfell', 'fighter', 'used', 'would', 'honored', 'serve', 'command']"
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,brienne,i better get back.,better get back,"['better', 'get', 'back']"
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,jorah mormont,"forgive me, khaleesi.",forgive khaleesi,"['forgive', 'khaleesi']"
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,daenerys targaryen,have you done something to offend me?,done something offend,"['done', 'something', 'offend']"
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,jorah mormont,many things.,many thing,"['many', 'thing']"
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,daenerys targaryen,long ago and long forgiven.,long ago long forgiven,"['long', 'ago', 'long', 'forgiven']"
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,jorah mormont,"but you did forgive, despite my failures. when i heard you would named tyrion your hand, it broke my heart.",forgive despite failure heard would named tyrion hand broke heart,"['forgive', 'despite', 'failure', 'heard', 'would', 'named', 'tyrion', 'hand', 'broke', 'heart']"
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,daenerys targaryen,"when i named him hand, i did not know if i would ever see you again.",named hand know would ever see,"['named', 'hand', 'know', 'would', 'ever', 'see']"
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,jorah mormont,you made the right choice.,made right choice,"['made', 'right', 'choice']"
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,daenerys targaryen,i was not under the impression you liked him very much.,impression liked much,"['impression', 'liked', 'much']"
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,jorah mormont,i did not. his mouth hardly stopped moving between volantis and meereen. it was all i could do not to throw him in the sea.,mouth hardly stopped moving volantis meereen could throw sea,"['mouth', 'hardly', 'stopped', 'moving', 'volantis', 'meereen', 'could', 'throw', 'sea']"
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,jorah mormont,but the mind behind all those words-,mind behind word,"['mind', 'behind', 'word']"
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,daenerys targaryen,he is made mistakes. serious mistakes.,made mistake serious mistake,"['made', 'mistake', 'serious', 'mistake']"
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,jorah mormont,as have we all. he owns his and learns from them.,owns learns,"['owns', 'learns']"
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,daenerys targaryen,you are advising me to forgive the man who stole your position?,advising forgive man stole position,"['advising', 'forgive', 'man', 'stole', 'position']"
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,jorah mormont,"i am. and one other suggestion, if you will allow me.",one suggestion allow,"['one', 'suggestion', 'allow']"
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,royce,"the moment we can get the last infantryman out onto the field, we should shut the gates.",moment get last infantryman onto field shut gate,"['moment', 'get', 'last', 'infantryman', 'onto', 'field', 'shut', 'gate']"
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,sansa stark,keep them open for as long as you can. there are still people coming in from the countryside.,keep open long still people coming countryside,"['keep', 'open', 'long', 'still', 'people', 'coming', 'countryside']"
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,daenerys targaryen,"lady sansa, i was hoping we could speak alone.",lady sansa hoping could speak alone,"['lady', 'sansa', 'hoping', 'could', 'speak', 'alone']"
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,daenerys targaryen,i thought you and i  on the verge of agreement before. about ser jaime.,thought verge agreement ser jaime,"['thought', 'verge', 'agreement', 'ser', 'jaime']"
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,sansa stark,"brienne has been loyal to me, always. i trust her more than anyone.",brienne loyal always trust anyone,"['brienne', 'loyal', 'always', 'trust', 'anyone']"
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,daenerys targaryen,i wish i could have that kind of faith in my advisors.,wish could kind faith advisor,"['wish', 'could', 'kind', 'faith', 'advisor']"
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,sansa stark,tyrion is a good man. he was never anything but decent towards me.,tyrion good man never anything decent towards,"['tyrion', 'good', 'man', 'never', 'anything', 'decent', 'towards']"
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,daenerys targaryen,i did not ask him to be my hand simply because he was good.,ask hand simply good,"['ask', 'hand', 'simply', 'good']"
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,daenerys targaryen,"i asked him to be my hand because he was good, and intelligent, and ruthless when he had to be. he never should have trusted cersei.",asked hand good intelligent ruthless never trusted cersei,"['asked', 'hand', 'good', 'intelligent', 'ruthless', 'never', 'trusted', 'cersei']"
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,sansa stark,you never should have either.,never either,"['never', 'either']"
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,daenerys targaryen,i thought he knew his sister.,thought knew sister,"['thought', 'knew', 'sister']"
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,sansa stark,families are complicated.,family complicated,"['family', 'complicated']"
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,daenerys targaryen,ours certainly have been.,certainly,['certainly']
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,sansa stark,a sad thing to have in common.,sad thing common,"['sad', 'thing', 'common']"
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,daenerys targaryen,"we have other things in common. we have both known what it means to lead people who are not inclined to accept a woman's rule. and we have both done a damn good job of it, from what i can tell.",thing common known mean lead people inclined accept woman's rule done damn good job tell,"['thing', 'common', 'known', 'mean', 'lead', 'people', 'inclined', 'accept', ""woman's"", 'rule', 'done', 'damn', 'good', 'job', 'tell']"
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,daenerys targaryen,"and yet, i can not help but feel we are at odds with one another. why is that? your brother.",yet help feel odds one another brother,"['yet', 'help', 'feel', 'odds', 'one', 'another', 'brother']"
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,sansa stark,"he loves you, you know that.",love know,"['love', 'know']"
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,daenerys targaryen,that bothers you.,bother,['bother']
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,sansa stark,men do stupid things for women. they are easily manipulated.,men stupid thing woman easily manipulated,"['men', 'stupid', 'thing', 'woman', 'easily', 'manipulated']"
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,daenerys targaryen,"all my life, i have known one goal",life known one goal,"['life', 'known', 'one', 'goal']"
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,sansa stark,i should have thanked you the moment you arrived. that was a mistake.,thanked moment arrived mistake,"['thanked', 'moment', 'arrived', 'mistake']"
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,daenerys targaryen,"i am here because i love your brother and i trust him, and i know he is true to his word. he is only the second man in my life i can say that about.",love brother trust know true word second man life say,"['love', 'brother', 'trust', 'know', 'true', 'word', 'second', 'man', 'life', 'say']"
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,sansa stark,who was the first?,first,['first']
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,daenerys targaryen,someone taller.,someone taller,"['someone', 'taller']"
